GEOID,name,state
0886200,Woody Creek,CO
0902550,Baltic,CT
0909120,Brooklyn,CT
0910660,Byram,CT
0911990,Cannondale,CT
0915840,Colchester,CT
0917520,Cos Cob,CT
0927390,Falls Village,CT
0930190,Gales Ferry,CT
0931520,Glenville,CT
0933690,Greenwich,CT
0941830,Lakeville,CT
0945595,Mashantucket,CT
0953400,Norfolk,CT
0956900,Old Greenwich,CT
0959210,Pemberwick,CT
0964530,Riverside,CT
0967890,Sharon,CT
0971040,Southport,CT
0972300,Stafford Springs,CT
0975660,Thomaston,CT
0980420,Watertown,CT
0986380,Wilton Center,CT
1056500,Pike Creek Valley,DE
1200075,Acacia Villas,FL
1200410,Alafaya,FL
1200800,Allentown,FL
1201100,Alturas,FL
1201875,Aripeka,FL
1202575,Aucilla,FL
1202660,Avalon,FL
1203375,Balm,FL
1203480,Bardmoor,FL
1204735,Bear Creek,FL
1205825,Berrydale,FL
1206670,Black Hammock,FL
1208125,Bradley Junction,FL
1208450,Brewster,FL
1208925,Brownsdale,FL
1209655,Cabana Colony,FL
1211150,Cedar Grove,FL
1212300,Chumuckla,FL
1212675,Clarcona,FL
1213125,Cobbtown,FL
1213965,Connerton,FL
1215300,Crawfordville,FL
1215968,Cutler Bay,FL
1216500,Day,FL
1217450,Dickerson City,FL
1217710,Dixonville,FL
1219275,East Milton,FL
1222325,Fidelis,FL
1222560,Flagler Estates,FL
1222660,Fleming Island,FL
1223125,Floridatown,FL
1223730,Fort Denaud,FL
1223850,Fort Green,FL
1223875,Fort Green Springs,FL
1225025,Fuller Heights,FL
1225392,Garcon Point,FL
1225475,Garden Grove,FL
1225550,Gardner,FL
1227256,Grant-Valkaria,FL
1227360,Greenbriar,FL
1227635,Grenelefe,FL
1229000,Harold,FL
1229385,Heritage Pines,FL
1231275,Holley,FL
1232250,Homeland,FL
1232610,Horizon West,FL
1232675,Hosford,FL
1234175,Islandia,FL
1234185,Island Walk,FL
1235890,Jupiter Farms,FL
1236220,Kenwood Estates,FL
1236535,Key Vista,FL
1238430,Lake Mary Jane,FL
1238519,Lake Mystic,FL
1239056,Lakewood Gardens,FL
1239100,Lamont,FL
1239775,Lealman,FL
1240100,Lemon Grove,FL
1240525,Limestone,FL
1240950,Lloyd,FL
1241577,Loxahatchee Groves,FL
1243785,Meadow Oaks,FL
1245060,Miami Gardens,FL
1245465,Midway,FL
1246520,Montura,FL
1246540,Moon Lake,FL
1246725,Morriston,FL
1247000,Mount Carmel,FL
1247175,Mulat,FL
1247300,Munson,FL
1248050,Navarre,FL
1248055,Navarre Beach,FL
1248850,Nocatee,FL
1250630,Oakleaf Plantation,FL
1251505,Ona,FL
1252250,Oriole Beach,FL
1254275,Palmetto Bay,FL
1254625,Panacea,FL
1255305,Pasadena Hills,FL
1255375,Patrick AFB,FL
1255532,Pea Ridge,FL
1256475,Pine Air,FL
1256955,Pine Level,FL
1257320,Pioneer,FL
1257908,Point Baker,FL
1259311,Quail Ridge,FL
1259475,Raleigh,FL
1260562,Rio Pinar,FL
1260835,River Ridge,FL
1261615,Roeville,FL
1263435,San Castle,FL
1265200,Seville,FL
1268135,Southwest Ranches,FL
1268365,Springhill,FL
1268435,Spring Ridge,FL
1268625,Steinhatchee,FL
1269025,Sumatra,FL
1271564,The Acreage,FL
1271842,Tiger Point,FL
1272425,Trilby,FL
1273172,University,FL
1274235,Verona Walk,FL
1274368,Viera East,FL
1274370,Viera West,FL
1274700,Wacissa,FL
1274975,Wallace,FL
1275275,Watergate,FL
1275425,Waukeenah,FL
1276290,Westgate,FL
1276481,West Lealman,FL
1276658,West Park,FL
1277470,Whitfield,FL
1278110,Windsor,FL
1278340,Wiscon,FL
1278500,Woodlawn Beach,FL
1278740,World Golf Village,FL
1309852,Boykin,GA
1312484,Calvary,GA
1312960,Canoochee,GA
1314472,Cedar Springs,GA
1315552,Chattahoochee Hills,GA
1315844,Cherry Log,GA
1317580,Coleman,GA
1320550,Crooked Creek,GA
1321017,Cusseta-Chattahoochee County,GA
1322724,Dewy Rose,GA
1324876,Dutch Island,GA
1324964,Eagle Grove,GA
1327512,Empire,GA
1327736,Epworth,GA
1332528,Georgetown-Quitman County,GA
1337816,Helena,GA
1337910,Henderson,GA
1338105,Heron Bay,GA
1340196,Howard,GA
1342425,Johns Creek,GA
1344060,Knoxville,GA
1349000,Macon,GA
1349084,McRae,GA
1350176,Matthews,GA
1350820,Mendes,GA
1351670,Milton,GA
1351744,Mineral Bluff,GA
1355944,Norristown,GA
1356000,North Atlanta,GA
1360312,Perkins,GA
1366220,Rockingham,GA
1367676,Russell,GA
1368805,Satilla,GA
1368880,Sautee Nacoochee,GA
1369728,Seville,GA
1373200,Statenville,GA
1375239,Talahi Island,GA
1375580,Tate City,GA
1376112,The Rock,GA
1381128,Webster County,GA
1384832,Yonah,GA
1505900,Discovery Harbour,HI
1506290,East Honolulu,HI
1508950,Haena,HI
1524850,Kalaeloa,HI
1530300,Kapolei,HI
1536050,Keokea,HI
1539400,Ko Olina,HI
1541600,Kula,HI
1544075,Launiupoko,HI
1547050,Mahinahina,HI
1548350,Makena,HI
1549425,Manele,HI
1551000,Mililani Mauka,HI
1556685,Ocean Pointe,HI
1557350,Olinda,HI
1557650,Olowalu,HI
1570700,Ualapu'e,HI
1571550,Urban Honolulu,HI
1576250,Waikele,HI
1576925,Wailea,HI
1579250,Wainiha,HI
1579550,Waiohinu,HI
1580470,West Loch Estate,HI
1604600,Banks,ID
1606670,Bennington,ID
1608290,Blanchard,ID
1617830,Conkling Park,ID
1621520,De Smet,ID
1624940,Elk City,ID
1629710,Garden Valley,ID
1634030,Groveland,ID
1637500,Hidden Spring,ID
1647080,Lincoln,ID
1648250,Lowman,ID
1654370,Moreland,ID
1655720,Murphy,ID
1660890,Parkline,ID
1665620,Princeton,ID
1668230,Riverside,ID
1668545,Robie Creek,ID
1668860,Rockford,ID
1668950,Rockford Bay,ID
1675160,Smiths Ferry,ID
1679300,Sweetwater,ID
1683260,Tyhee,ID
1688660,Yellow Pine,ID
1700178,Adair,IL
1701556,Annapolis,IL
1701647,Apple Canyon Lake,IL
1704403,Beason,IL
1705976,Big Rock,IL
1707315,Boody,IL
1710906,Campton Hills,IL
1712879,Chemung,IL
1713230,Chestnut,IL
1715950,Como,IL
1716431,Cornland,IL
1717094,Crab Orchard,IL
1718147,Curran,IL
1718641,Darmstadt,IL
1718771,Dayton,IL
1726467,Floraville,IL
1728612,Garden Prairie,IL
1728950,Georgetown,IL
1729340,Gilson,IL
1730510,Goofy Ridge,IL
1730705,Grand Detour,IL
1733162,Harrison,IL
1734272,Heritage Lake,IL
1735541,Holiday Shores,IL
1735835,Homer Glen,IL
1738895,Kaneville,IL
1740364,Knollwood,IL
1740962,Lake Camelot,IL
1741157,Lake Holiday,IL
1741214,Lake Ka-Ho,IL
1741404,Lake Petersburg,IL
1742002,Langleyville,IL
1742067,LaPlace,IL
1743510,Limestone,IL
1744836,Lost Nation,IL
1745525,McClure,IL
1749100,Millbrook,IL
1749698,Mitchell,IL
1750062,Monroe Center,IL
1751310,Mulkeytown,IL
1754924,Oak Run,IL
1755847,Olive Branch,IL
1755886,Olivet,IL
1756198,Opdyke,IL
1757160,Paderborn,IL
1758577,Penfield,IL
1760391,Plattville,IL
1761821,Prestbury,IL
1763355,Rentchler,IL
1767372,Sammons Point,IL
1768809,Seymour,IL
1774970,The Galena Territory,IL
1776511,Twin Grove,IL
1780255,Westervelt,IL
1780879,West Union,IL
1780957,West York,IL
1781295,White Heath,IL
1800140,Aberdeen,IN
1801396,Americus,IN
1802116,Arlington,IN
1802890,Avoca,IN
1805662,Blanford,IN
1808812,Buck Creek,IN
1809352,Burns City,IN
1809622,Butlerville,IN
1810036,Canaan,IN
1812880,Clarksburg,IN
1814032,Coalmont,IN
1814176,Colburn,IN
1815115,Cordry Sweetwater Lakes,IN
1815409,Country Squire Lakes,IN
1817812,Deputy,IN
1818550,Dover Hill,IN
1818658,Dresser,IN
1818784,Dubois,IN
1819576,East Enterprise,IN
1821124,Emison,IN
1823386,Fish Lake,IN
1823728,Florence,IN
1823854,Fontanet,IN
1825810,Freelandville,IN
1825864,Freetown,IN
1831180,Hanna,IN
1831432,Harlan,IN
1832170,Harrodsburg,IN
1832494,Hatfield,IN
1832584,Hayden,IN
1833178,Herbst,IN
1833187,Heritage Lake,IN
1834096,Hoagland,IN
1834978,Howe,IN
1835104,Hudson Lake,IN
1835536,Idaville,IN
1836144,Indian Heights,IN
1837674,Jalapa,IN
1839510,Kent,IN
1839744,Kimmell,IN
1841211,Lake Holiday,IN
1841444,Lake Santee,IN
1841562,Laketon,IN
1841994,Landess,IN
1846422,Manilla,IN
1848563,Metamora,IN
1849212,Mier,IN
1849806,Milroy,IN
1850778,Montmorenci,IN
1852956,New Goshen,IN
1853586,New Salisbury,IN
1853712,New Trenton,IN
1855386,Notre Dame,IN
1857384,Otwell,IN
1857510,Owensburg,IN
1857632,Painted Hills,IN
1858050,Parkers Settlement,IN
1860894,Point Isabel,IN
1862388,Purdue University,IN
1862712,Raglesville,IN
1862730,Ragsdale,IN
1864206,Richland,IN
1865736,Rolling Prairie,IN
1866762,St. Bernice,IN
1867050,St. Mary of the Woods,IN
1867176,St. Meinrad,IN
1867608,Salt Creek Commons,IN
1868328,Scipio,IN
1868382,Scotland,IN
1869246,Shelby,IN
1869336,Shepardsville,IN
1869642,Shorewood Forest,IN
1869894,Sims,IN
1870330,Smithville-Sanders,IN
1870524,Somerset,IN
1873340,Stockwell,IN
1875176,Tecumseh,IN
1876022,Toad Hop,IN
1878290,Vallonia,IN
1878380,Van Bibber Lake,IN
1879568,Waldron,IN
1883204,Westphalia,IN
1883222,West Point,IN
1883600,Wheeler,IN
1884338,Williams,IN
190019601001,9601.1,IA
190019602002,9602.2,IA
190039502002,9502.2,IA
1901720,Amana,IA
1902035,Anderson,IA
19029190100,1901.0,IA
190291901001,1901.1,IA
190291901002,1901.2,IA
190291901003,1901.3,IA
19029190200,1902.0,IA
190291902001,1902.1,IA
190291902002,1902.2,IA
190291902003,1902.3,IA
19029190300,1903.0,IA
190291903001,1903.1,IA
190291903002,1903.2,IA
19029190400,1904.0,IA
190291904001,1904.1,IA
190291904002,1904.2,IA
190291904003,1904.3,IA
190291904004,1904.4,IA
19029190500,1905.0,IA
190291905001,1905.1,IA
190291905002,1905.2,IA
190291905003,1905.3,IA
1903430,Athelstan,IA
19041080100,801.0,IA
190410801001,801.1,IA
190410801002,801.2,IA
190410801003,801.3,IA
19041080200,802.0,IA
190410802001,802.1,IA
190410802002,802.2,IA
190410802003,802.3,IA
190410802004,802.4,IA
190410802005,802.5,IA
190410802006,802.6,IA
19041080300,803.0,IA
190410803001,803.1,IA
190410803002,803.2,IA
190410803003,803.3,IA
190410803004,803.4,IA
190410803005,803.5,IA
190410804002,804.2,IA
190410804003,804.3,IA
190410804004,804.4,IA
1904735,Bartlett,IA
1905200,Beaverdale,IA
1905870,Bentley,IA
19059450200,4502.0,IA
190594502001,4502.1,IA
190594502002,4502.2,IA
19059450500,4505.0,IA
190594505001,4505.1,IA
190594505002,4505.2,IA
190594505003,4505.3,IA
190594505004,4505.4,IA
19059450800,4508.0,IA
190594508001,4508.1,IA
190594508002,4508.2,IA
190594508003,4508.3,IA
19059451000,4510.0,IA
190594510001,4510.1,IA
190594510002,4510.2,IA
19059451100,4511.0,IA
190594511001,4511.1,IA
190594511002,4511.2,IA
190594511003,4511.3,IA
190594511004,4511.4,IA
190610001003,1.3,IA
190610005004,5.4,IA
190610008014,8.01.4,IA
190610009001,9.1,IA
190610012013,12.01.3,IA
19061001204,12.04,IA
190610012041,12.04.1,IA
190610012042,12.04.2,IA
19061001205,12.05,IA
190610012051,12.05.1,IA
190610012052,12.05.2,IA
190610012053,12.05.3,IA
19061010104,101.04,IA
190610101041,101.04.1,IA
190610101042,101.04.2,IA
190610101051,101.05.1,IA
190610101052,101.05.2,IA
190610101053,101.05.3,IA
19061010201,102.01,IA
190610102011,102.01.1,IA
190610102012,102.01.2,IA
19061010202,102.02,IA
190610102021,102.02.1,IA
190610102022,102.02.2,IA
190610102023,102.02.3,IA
190610103001,103.1,IA
19063070100,701.0,IA
190630701001,701.1,IA
190630701002,701.2,IA
19063070200,702.0,IA
190630702001,702.1,IA
190630702002,702.2,IA
19063070300,703.0,IA
190630703001,703.1,IA
190630703002,703.2,IA
190630703003,703.3,IA
19063070400,704.0,IA
190630704001,704.1,IA
190630704002,704.2,IA
190630704003,704.3,IA
190630704004,704.4,IA
1907255,Bolan,IA
1908020,Bradford,IA
1909415,Burchinal,IA
1909640,Burr Oak,IA
1909910,California Junction,IA
1912675,Chapin,IA
1914385,Climbing Hill,IA
1915870,Conroy,IA
1916320,Corley,IA
19167070100,701.0,IA
191670701001,701.1,IA
191670701002,701.2,IA
191670701003,701.3,IA
191670701004,701.4,IA
19167070200,702.0,IA
191670702001,702.1,IA
191670702002,702.2,IA
191670702003,702.3,IA
19167070300,703.0,IA
191670703001,703.1,IA
191670703002,703.2,IA
191670703003,703.3,IA
191670703004,703.4,IA
191670703005,703.5,IA
19167070400,704.0,IA
191670704001,704.1,IA
191670704002,704.2,IA
191670704003,704.3,IA
19167070500,705.0,IA
191670705001,705.1,IA
191670705002,705.2,IA
191670705003,705.3,IA
19167070600,706.0,IA
191670706001,706.1,IA
191670706002,706.2,IA
191670706003,706.3,IA
191670706004,706.4,IA
19167070700,707.0,IA
191670707001,707.1,IA
191670707002,707.2,IA
191670707003,707.3,IA
191670707004,707.4,IA
19175190100,1901.0,IA
191751901001,1901.1,IA
191751901002,1901.2,IA
191751901003,1901.3,IA
19175190200,1902.0,IA
191751902001,1902.1,IA
191751902002,1902.2,IA
191751902003,1902.3,IA
191751902004,1902.4,IA
191751902005,1902.5,IA
19175190300,1903.0,IA
191751903001,1903.1,IA
191751903002,1903.2,IA
19175190400,1904.0,IA
191751904001,1904.1,IA
191751904002,1904.2,IA
191751904003,1904.3,IA
191751904004,1904.4,IA
191751904005,1904.5,IA
19195690100,6901.0,IA
191956901001,6901.1,IA
191956901002,6901.2,IA
191956901003,6901.3,IA
19195690200,6902.0,IA
191956902001,6902.1,IA
191956902002,6902.2,IA
191956902003,6902.3,IA
19195690300,6903.0,IA
191956903001,6903.1,IA
191956903002,6903.2,IA
191956903003,6903.3,IA
191956903004,6903.4,IA
1919990,Denmark,IA
1921320,Diamondhead Lake,IA
1922710,Duncan,IA
1923520,East Amana,IA
1929325,Frytown,IA
1929730,Garden City,IA
1932925,Green Mountain,IA
1935490,Hayfield,IA
1936030,High Amana,IA
1936660,Holiday Lake,IA
1936975,Homestead,IA
1937875,Hutchins,IA
1938955,Irvington,IA
1939180,Jacksonville,IA
1940710,Kent,IA
1942575,Lake Panorama,IA
1945705,Little Cedar,IA
1946785,Loveland,IA
1948500,Maharishi Vedic City,IA
1951510,Meyer,IA
1951600,Middle Amana,IA
1952140,Miller,IA
1952410,Millville,IA
1952635,Mineola,IA
1953085,Mona,IA
1956190,New Haven,IA
1960285,Otranto,IA
1962175,Percival,IA
1964155,Portland,IA
1967530,River Sioux,IA
1967890,Rochester,IA
1968800,Roseville,IA
1969825,St. Benedict,IA
1970005,St. Joseph,IA
1971715,Sexton,IA
1973965,South Amana,IA
1975540,Stone City,IA
1976415,Sun Valley Lake,IA
1978465,Toeterville,IA
1979335,Twin Lakes,IA
1982290,Washburn,IA
1982515,Watkins,IA
1983505,West Amana,IA
1984495,Weston,IA
2000225,Ada,KS
2002600,Asherville,KS
2003675,Baileyville,KS
2005975,Bendena,KS
2009050,Bucyrus,KS
2011025,Catharine,KS
2013100,Chicopee,KS
2017875,Detroit,KS
2022900,Falun,KS
2023890,Fort Dodge,KS
2024325,Franklin,KS
2028200,Grantville,KS
2030250,Harris,KS
2031200,Healy,KS
2032300,Hillsdale,KS
2032875,Home,KS
2036735,Kickapoo Site 1,KS
2036736,Kickapoo Site 2,KS
2036739,Kickapoo Site 5,KS
2036740,Kickapoo Site 6,KS
2036741,Kickapoo Site 7,KS
2036744,Kickapoo Tribal Center,KS
2037200,Kipp,KS
2039700,Levant,KS
2043050,Lowell,KS
2043675,McConnell AFB,KS
2044600,Marienthal,KS
2046925,Milton,KS
2049200,Munjor,KS
2052175,Odin,KS
2054560,Parkerfield,KS
2056000,Piqua,KS
2060200,Riverton,KS
2061100,Rosalia,KS
2061550,Roxbury,KS
2069925,Talmage,KS
2071350,Treece,KS
2073450,Vassar,KS
2074425,Wakarusa,KS
2076425,Welda,KS
2076675,Weskan,KS
2079625,Wilroads Gardens,KS
2080500,Wright,KS
2080750,Yoder,KS
2102188,Artemus,KY
2102764,Auxier,KY
2103412,Bandana,KY
2104978,Beech Grove,KY
2105014,Beechmont,KY
2105428,Belleview,KY
2106220,Betsy Layne,KY
2108722,Boston,KY
2110774,Buffalo,KY
2111188,Burna,KY
2112610,Cannonsburg,KY
2113582,Cawood,KY
2113600,Cayce,KY
2113636,Cecilia,KY
2114068,Cerulean,KY
2114266,Chaplin,KY
2116354,Coldiron,KY
2118190,Crayne,KY
2121322,Dexter,KY
2121358,Diablock,KY
2121844,Doe Valley,KY
2123000,Dunmor,KY
2123104,Dwale,KY
2124292,Elizaville,KY
2124346,Elk Creek,KY
2124922,Emlyn,KY
2125876,Ezel,KY
2126182,Fairview,KY
2126452,Fancy Farm,KY
2126560,Farmers,KY
2126614,Farmington,KY
2127730,Flat Lick,KY
2128630,Foster,KY
2128882,Francisville,KY
2129134,Freeburn,KY
2130232,Garrison,KY
2130880,Gilbertsville,KY
2132032,Gracey,KY
2134660,Hardyville,KY
2135398,Hazel Green,KY
2135542,Hebron,KY
2136460,High Bridge,KY
2137234,Hiseville,KY
2140204,Jeff,KY
2142112,Kenvir,KY
2148072,Lovelaceville,KY
2148234,Lowes,KY
2148810,McCarr,KY
2149026,Maceo,KY
2149476,Magnolia,KY
2149746,Manitou,KY
2150124,Marrowbone,KY
2150952,Mayking,KY
2151006,Mays Lick,KY
2151060,Maytown,KY
2152464,Millstone,KY
2155794,New Hope,KY
2158062,Oneida,KY
2158116,Onton,KY
2159466,Pathfork,KY
2159592,Payne Gap,KY
2160312,Petersburg,KY
2161536,Plano,KY
2161734,Pleasant View,KY
2163426,Pryorsburg,KY
2163804,Rabbit Hash,KY
2166162,Rockholds,KY
2166846,Rosine,KY
2168214,Salvisa,KY
2169258,Sedalia,KY
2172264,South Williamson,KY
2172570,Spottsville,KY
2174586,Summer Shade,KY
2174604,Summersville,KY
2175270,Symsonia,KY
2177124,Tolu,KY
2179464,Verona,KY
2179860,Virgie,KY
2181948,Westport,KY
2204230,Banks Springs,LA
2205105,Bawcomville,LA
2205175,Bayou Blue,LA
2205260,Bayou Country Club,LA
2205350,Bayou Goula,LA
2205378,Bayou L'Ourse,LA
2206750,Belmont,LA
2208710,Boothville,LA
2208745,Bordelonville,LA
2209095,Bourg,LA
2209235,Branch,LA
2210225,Brownsville,LA
2210985,Buras,LA
2211580,Cade,LA
2211825,Calhoun,LA
2213330,Catahoula,LA
2213855,Center Point,LA
2213960,Central,LA
2215150,Choctaw,LA
2217180,Convent,LA
2218295,Creola,LA
2218335,Crescent,LA
2223025,Egan,LA
2224250,Erwinville,LA
2225545,Fifth Ward,LA
2226665,Fort Jesup,LA
2227540,Frierson,LA
2229045,Gillis,LA
2229150,Glencoe,LA
2229395,Gloster,LA
2230900,Grand Point,LA
2233490,Hayes,LA
2234085,Hester,LA
2238845,Jordan Hill,LA
2238880,Joyce,LA
2240210,Kraemer,LA
2240595,Lacassine,LA
2240878,Lafourche Crossing,LA
2241470,Lakeshore,LA
2241645,Lakeview,LA
2242520,Lawtell,LA
2243255,Lemannville,LA
2244970,Lockport Heights,LA
2245530,Longville,LA
2250815,Milton,LA
2250990,Minorca,LA
2251585,Monterey,LA
2251800,Moonshine,LA
2258150,Oretta,LA
2258360,Ossun,LA
2259375,Paulina,LA
2260600,Pitkin,LA
2261160,Pleasure Bend,LA
2261440,Pointe a la Hache,LA
2261473,Point Place,LA
2262385,Prairieville,LA
2262510,Presquille,LA
2262733,Prospect,LA
2263890,Reddell,LA
2265290,Roanoke,LA
2265535,Rock Hill,LA
2265850,Romeville,LA
2267355,St. James,LA
2267635,St. Maurice,LA
2270665,Singer,LA
2270675,Siracusaville,LA
2271190,Sorrel,LA
2272310,Spokane,LA
2272975,Starks,LA
2273010,Start,LA
2273570,Sugartown,LA
2276440,Triumph,LA
2277035,Union,LA
2278015,Venice,LA
2278050,Ventress,LA
2278545,Vienna Bend,LA
2279310,Wallace Ridge,LA
2280010,Watson,LA
2280360,Welcome,LA
2301675,Ashland,ME
2305350,Blaine,ME
2305665,Blue Hill,ME
2306330,Bowdoinham,ME
2311090,Casco,ME
2311230,Castine,ME
2314800,Cousins Island,ME
2316200,Damariscotta,ME
2319385,Eagle Lake,ME
2324480,Falmouth,ME
2328835,Gray,ME
2340350,Little Falls,ME
2340470,Littlejohn Island,ME
2341575,Lubec,ME
2343220,Mapleton,ME
2343675,Mars Hill,ME
2348050,Naples,ME
2348610,Newcastle,ME
2372200,South Sanford,ME
2372830,Southwest Harbor,ME
2372900,South Windham,ME
2373285,Springvale,ME
2373635,Standish,ME
2373985,Steep Falls,ME
2380250,Washburn,ME
2386620,Winter Harbor,ME
2400350,Adamstown,MD
2400800,Allen,MD
24009861003,8610.03,MD
240098610031,8610.03.1,MD
240098610032,8610.03.2,MD
240098610033,8610.03.3,MD
24009861004,8610.04,MD
240098610041,8610.04.1,MD
240098610042,8610.04.2,MD
240098610043,8610.04.3,MD
2401635,Annapolis Neck,MD
2401750,Antietam,MD
2401925,Aquasco,MD
2403500,Baden,MD
2403514,Bagtown,MD
2403575,Bakersville,MD
2404050,Baltimore Highlands,MD
2404525,Barrelville,MD
2404650,Bartonsville,MD
2405250,Beaver Creek,MD
2405525,Bel Air,MD
2406550,Benedict,MD
2406615,Bennsville,MD
2407285,Bier,MD
2407375,Big Pool,MD
2407400,Big Spring,MD
2407625,Bishopville,MD
2407675,Bivalve,MD
2408050,Bloomington,MD
2408850,Bowling Green,MD
2408862,Bowmans Addition,MD
2409400,Breathedsville,MD
2410150,Brock Hall,MD
2410650,Broomes Island,MD
2410800,Brownsville,MD
2410950,Bryantown,MD
2411050,Buckeystown,MD
2411900,Butlertown,MD
2412300,Calvert Beach,MD
2413225,Carlos,MD
2414300,Cearfoss,MD
2414800,Cedarville,MD
2415500,Charlton,MD
2416050,Chesapeake Ranch Estates,MD
2417000,Choptank,MD
2417475,Clarysville,MD
2418200,Cobb Island,MD
2419975,Corriganville,MD
2420500,Crellin,MD
2420525,Cresaptown,MD
2420925,Croom,MD
2421675,Danville,MD
2421750,Dargan,MD
2421800,Darlington,MD
2421925,Dawson,MD
2422775,Derwood,MD
2422825,Detmold,MD
2423500,Downsville,MD
2423700,Drum Point,MD
2424062,Dunkirk,MD
2424250,Eakles Mill,MD
2424825,Eckhart Mines,MD
2424925,Edesville,MD
2425000,Edgemont,MD
2425925,Ellerslie,MD
2426025,Elliott,MD
2426550,Ernstville,MD
2427325,Fairlee,MD
2427425,Fairplay,MD
2427500,Fairview,MD
2427580,Fairwood,MD
2428275,Finzel,MD
2428300,Fishing Creek,MD
2428425,Flintstone,MD
2429790,Four Corners,MD
2430100,Franklin,MD
2430650,Friendship,MD
2431025,Fulton,MD
2431275,Galesville,MD
2431350,Gambrills,MD
2431400,Gapland,MD
2431575,Garretts Mill,MD
2431875,Georgetown,MD
2432175,Gilmore,MD
2432350,Glassmanor,MD
2433250,Glenmont,MD
2434150,Gorman,MD
2434425,Grahamtown,MD
2435225,Greensburg,MD
2438475,Highland,MD
2441037,Huntingtown,MD
2441175,Hutton,MD
2441475,Ilchester,MD
2441700,Indian Springs,MD
2442350,Jefferson,MD
2442450,Jennings,MD
2442575,Jesterville,MD
2442950,Jugtown,MD
2443280,Kemps Mill,MD
2443475,Kennedyville,MD
2444525,Klondike,MD
2444715,Konterra,MD
2445550,Lanham,MD
2445650,Lansdowne,MD
2446150,Layhill,MD
2446800,Libertytown,MD
2447040,Linganore,MD
2447275,Little Orleans,MD
2448025,Long Beach,MD
2448875,Lutherville,MD
2449325,McCoole,MD
2449700,Madison,MD
2450375,Mapleville,MD
2450680,Marlboro Meadows,MD
2450685,Marlboro Village,MD
2451800,Mechanicsville,MD
2451860,Melwood,MD
2451945,Mercersville,MD
2452225,Middleburg,MD
2452525,Midlothian,MD
2453100,Monrovia,MD
2453700,Moscow,MD
2453925,Mount Briar,MD
2454325,Mount Savage,MD
2454925,Nanticoke,MD
2454930,Nanticoke Acres,MD
2455000,National,MD
2455018,National Harbor,MD
2455950,Nikep,MD
2458215,Ocean,MD
2458775,Oldtown,MD
2459500,Oxon Hill,MD
2460425,Parsonsburg,MD
2460770,Pecktonville,MD
2461700,Pinesburg,MD
2461875,Piney Point,MD
2462100,Pleasant Grove,MD
2462575,Point of Rocks,MD
2462675,Pomfret,MD
2462775,Pondsville,MD
2463425,Potomac Park,MD
2463725,Powellville,MD
2464375,Pylesville,MD
2464475,Quantico,MD
2464495,Queen Anne,MD
2464535,Queenland,MD
2465150,Rawlings,MD
2465550,Reid,MD
2466150,Ringgold,MD
2467500,Rock Point,MD
2469200,Sabillasville,MD
2469425,St. George Island,MD
2470175,Sandy Hook,MD
2470475,Savage,MD
2470775,Seabrook,MD
2471460,Shaft,MD
2472350,Silver Hill,MD
2474050,Spencerville,MD
2474350,Spring Gap,MD
2474560,Spring Ridge,MD
2475725,Suitland,MD
2475810,Summerfield,MD
2476450,Swanton,MD
2476675,Tall Timbers,MD
2476925,Taylors Island,MD
2477925,Tilghmanton,MD
2478050,Timonium,MD
2478120,Tolchester,MD
2478705,Trego-Rohrersville Station,MD
2479225,Tyaskin,MD
2479900,Urbana,MD
2480075,Vale Summit,MD
2481925,Waterview,MD
2482625,West Denton,MD
2483290,Westphalia,MD
2483775,Wheaton,MD
2484225,Whitehaven,MD
2485175,Williston,MD
2486275,Woodland,MD
2487000,Worton,MD
2487150,Yarrowsburg,MD
2487275,Zihlman,MD
250039353004,9353.4,MA
2501260,Amesbury Town,MA
2506050,Blandford,MA
2509070,Brookfield,MA
2513310,Cheshire,MA
2513450,Chester,MA
2516635,Deerfield,MA
2516840,Devens,MA
2527100,Greenfield Town,MA
2531750,Huntington,MA
2537735,Madaket,MA
2552144,Palmer Town,MA
2553085,Petersham,MA
2558615,Russell,MA
2561940,Siasconset,MA
2563345,Southbridge Town,MA
2563840,Southfield,MA
2569585,The Pinehills,MA
2577890,West Springfield Town,MA
2600480,Advance,MI
2600900,Alba,MI
2601060,Alden,MI
26013000100,1.0,MI
260130001001,1.1,MI
260130001002,1.2,MI
260130001003,1.3,MI
260130001004,1.4,MI
26013000200,2.0,MI
260130002001,2.1,MI
260130002002,2.2,MI
260130002003,2.3,MI
26013990100,9901.0,MI
260139901000,9901.0,MI
2601960,Amasa,MI
2603300,Arcadia,MI
2604020,Attica,MI
2605880,Bath,MI
2606120,Bay Port,MI
2606190,Bay Shore,MI
2606260,Bay View,MI
2606430,Bear Lake,MI
2607220,Bendon,MI
2609560,Boon,MI
2610300,Brethren,MI
2611380,Brutus,MI
2612290,Caberfae,MI
2613480,Carp Lake,MI
2614020,Cedar,MI
2615715,Chums Corner,MI
2617900,Conway,MI
2618100,Copper Harbor,MI
2618880,Cross Village,MI
2619135,Crystal Downs Country Club,MI
2619195,Crystal Mountain,MI
2621560,Delton,MI
2622520,Dollar Bay,MI
2622900,Dowling,MI
2623600,Eagle Harbor,MI
2623740,Eagle River,MI
2624300,Eastport,MI
2628060,Filer City,MI
2629920,Fostoria,MI
2632360,Glen Arbor,MI
2634620,Grawn,MI
2636585,Hardwood Acres,MI
2636590,Haring,MI
